br_id,name,state,region,owner,operator,location,longitude,latitude,project,dam_type,reservoir,national_id,watercourse,original_construction,spillway_type,crest_elevation,url
dam_106,Mormon Creek Diversion Dam,Colorado,Great Plains,NA,NA,"6.5 mi E of Norrie, CO",-106.3269,39.21193,Fryingpan-Arkansas,NA,NA,NA,Mormon Creek,1976,NA,10098,https://www.usbr.gov/projects/index.php?id=106
dam_110,Mormon Flat Dam,Arizona,Lower Colorado,Phoenix Area Office,Area Office Manager,"On the Salt River, about 51 miles northeast of Phoenix, Arizona",-111.443,33.5534,Salt River,Concrete thin arch,Canyon Lake,AZ10313,Salt River,1923-1926,Concrete lined channel,1666,https://www.usbr.gov/projects/index.php?id=110
dam_111,Mormon Island Auxilliary Dam,California,Mid-Pacific,NA,NA,NA,-121.1222,38.7081,CVP-Folsom Sly Park,NA,NA,CA10153,Blue Ravine,1956,NA,NA,https://www.usbr.gov/projects/index.php?id=111
dam_197,Morrow Point Dam,Colorado,Upper Colorado,Power Office,NA,NA,-107.53812789916992,38.45179852589292,Colorado River Storage,"Double-curvature, thin arch concrete",Morrow Point,CO01689,Gunnison River,1963-1968,NA,7165,https://www.usbr.gov/projects/index.php?id=197
dam_200,Mountain Park Dam,Oklahoma,Great Plains,Oklahoma-Texas Area Office,Mountain Park Master Conservancy District,NA,-98.9875,34.7386,Mountain Park,NA,Tom Steed,OK20502,West Otter Creek,1973-1975,NA,1423,https://www.usbr.gov/projects/index.php?id=200
dam_308,Mt Elbert Forebay Dam,Colorado,Great Plains,Eastern Colorado Area Office,NA,"12 mi SW of Leadville, CO",-106.455,39.0833,Fryingpan-Arkansas,NA,Mt. Elbert Forebay,CO00446,Offstream,1977-1978,NA,9652,https://www.usbr.gov/projects/index.php?id=308
dam_309,Nambe Falls Dam,New Mexico,Upper Colorado,Albuquerque Area Office,Pojoaque Valley Irrigation District,"25 mi N of Santa Fe, NM",-105.90581059455872,35.84533186008363,San Juan-Chama,Concrete and Earth Embankment,Nambe Falls,NM00412,Rio Nambe,1974-1976,NA,6840,https://www.usbr.gov/projects/index.php?id=309
dam_310,Navajo Dam,New Mexico,Upper Colorado,Western Colorado Area Office - Durango,NA,NA,-107.61297225952148,36.80236896863783,Colorado River Storage,Rolled Earthfill Embankment,Navajo,NM00120,San Juan River,1957-1963,NA,6108,https://www.usbr.gov/projects/index.php?id=310
dam_206,Nelson Dam,Montana,Great Plains,Montana Area Office,NA,"Five dikes located offstream about 19 miles northeast of Malta, Montana.",-107.5221,48.5334,Milk River,Homogeneous earthfill,Nelson,MT00574,Offstream Storage,1914-1915,NA,2,https://www.usbr.gov/projects/index.php?id=206
dam_211,New Melones Dam,California,Mid-Pacific,Central California Area Office,NA,NA,-120.5167,37.9528,CVP-New Melones,NA,NA,CA10246,Stanislaus River,1966-1979,NA,1135,https://www.usbr.gov/projects/index.php?id=211
dam_311,New Waddell Dam,Arizona,Lower Colorado,Phoenix Area Office,NA,"35 miles northwest of Phoenix, Arizona",-112.266,33.8437,Central Arizona,Zoned earthfill,Lake Pleasant,AZ82929,Agua Fria,1987-1994,Ungated freeflow (left); fuseplug embankment (right),1728,https://www.usbr.gov/projects/index.php?id=311
dam_217,Newton Dam,Utah,Upper Colorado,Provo Area Office,Newton Water Users Association,"1 Mile East of Newton, Utah",-111.97385787963867,41.895464674413226,Newton,Zoned Earthfill,Newton,UT10129,Clarkson Creek,1941-1946,NA,4781,https://www.usbr.gov/projects/index.php?id=217
dam_222,Nimbus Dam,California,Mid-Pacific,Central California Area Office,NA,NA,-121.2233,38.6367,CVP-Folsom,NA,Lake Natoma,CA10174,American River,1952-1955,NA,132,https://www.usbr.gov/projects/index.php?id=222
dam_223,No Name Creek Diversion Dam,Colorado,Great Plains,NA,NA,NA,-106.433,39.1119,Fryingpan-Arkansas,NA,NA,NA,No Name Creek,1976,NA,10170.5,https://www.usbr.gov/projects/index.php?id=223
dam_227,Norman Dam,Oklahoma,Great Plains,Oklahoma-Texas Area Office,Central Oklahoma Master Conservancy District,NA,-97.2181,35.2208,Norman,NA,Lake Thunderbird,OK30018,Little River,1962-1965,NA,1071,https://www.usbr.gov/projects/index.php?id=227
dam_312,North Cunningham Creek Diversion Dam,Colorado,Great Plains,NA,NA,"6 mi E of Norrie, CO",-106.32352,39.20128,Fryingpan-Arkansas,NA,NA,NA,Cunningham Creek,1976,NA,10087.5,https://www.usbr.gov/projects/index.php?id=312
dam_228,North Dam,Washington,Pacific Northwest,Grand Coulee Power Office,Grand Coulee Power Office,NA,-119.0172442,47.9404295,Columbia Basin,Zoned Earthfill,Banks Lake,WA00266,Offstream,1946-1951,NA,1580,https://www.usbr.gov/projects/index.php?id=228
dam_313,North Fork Diversion Dam,Colorado,Great Plains,NA,NA,"7 mi E of Norrie, CO",-106.32362,39.21585,Fryingpan-Arkansas,NA,1976,NA,North Fork Creek,NA,NA,10217.5,https://www.usbr.gov/projects/index.php?id=313
dam_237,Northside Diversion Dam,California,Mid-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usbr.gov/projects/index.php?id=237
dam_238,Norton Dam,Kansas,Great Plains,Nebraska-Kansas Area Office,NA,NA,-99.935,39.8067,PSMBP-Almena,NA,Keith Sebelius Lake,KS00024,Prairie Dog Creek,1961-1964,NA,2347,https://www.usbr.gov/projects/index.php?id=238
dam_248,Ochoco Dam,Oregon,Pacific Northwest,Ochoco Irrigation District,Ochoco Irrigation District,NA,-120.72506,44.29903,Crooked River,Zoned Earthfill,Ochoco,NA,Ochoco Creek,1918-1920,Ungated,3143,https://www.usbr.gov/projects/index.php?id=248
dam_249,Olympus Dam,Colorado,Great Plains,Eastern Colorado Area Office,NA,NA,-105.4883,40.375,Colorado-Big Thompson,NA,Lake Estes,CO01662,Big Thompson River,1947-1949,NA,7481,https://www.usbr.gov/projects/index.php?id=249
dam_19,Ortega Dam,California,Mid-Pacific,South-Central California Area Office,Cachuma Operations and Maintenance Board,Near Summerland,-119.5917,34.4317,Cachuma,NA,Ortega,CA10176,Offstream Storage,1953-1954,NA,460.85,https://www.usbr.gov/projects/index.php?id=19
dam_315,Owyhee Dam,Oregon,Pacific Northwest,Snake River Area Office,Owyhee Irrigation District,NA,-117.2430896,43.6422,Owyhee,Concrete Thick Arch,Lake Owyhee,OR00582,Owyhee River,1928-1932,Morning Glory controlled by a 60 ft x 12 ft ring gate,2675,https://www.usbr.gov/projects/index.php?id=315
dam_314,O`Neill Dam,California,Mid-Pacific,South-Central California Area Office,California Department of Water Resources,NA,-121.05,37.1167,Central Valley,NA,O`Neill Forebay,CA82903,San Luis Creek,1963-1967,NA,233,https://www.usbr.gov/projects/index.php?id=314
dam_194,O`Sullivan Dam,Washington,Pacific Northwest,Columbia-Cascades Area Office,NA,NA,-119.27,46.9806,Columbia Basin,Zoned Earthfill,Potholes,WA00268,Lower Crab Creek,1947-1949,Radial gates,1061,https://www.usbr.gov/projects/index.php?id=194
dam_316,Pactola Dam,South Dakota,Great Plains,Dakotas Area Office,NA,NA,-103.4883,44.0717,PSMBP-Rapid Valley Unit,NA,Pactola,SD01139,Rapid Creek,1952-1956,NA,4655,https://www.usbr.gov/projects/index.php?id=316
dam_317,Palisades Dam,Idaho,Pacific Northwest,Upper Snake Field Office,Upper Snake Field Office,NA,-111.202626,43.332498,Palisades,Zoned Earthfill,Palisades,ID00273,SF of Snake River,1951-1957,radial gates,5630,https://www.usbr.gov/projects/index.php?id=317
dam_201,Palo Verde Diversion Dam,Arizona and California,Lower Colorado,Palo Verde Irrigation District,NA,"On the Colorado River 9 miles northeast of Blythe, California",-114.5107,33.7325,Palo Verde Diversion,Concrete ogee gated weir,NA,AZ10314,Colorado River,1957,Concrete gate structure,296,https://www.usbr.gov/projects/index.php?id=201
dam_203,Paonia Dam,Colorado,Upper Colorado,Western Colorado Area Office - Grand Junction,North Fork Water Conservancy District,16 mi NE of Paonia,-107.3532485961914,38.941744639115996,Paonia,Zoned Earthfill,Paonia,CO01691,Muddy Creek,1959-1962,NA,6460,https://www.usbr.gov/projects/index.php?id=203
dam_204,Paradise Diversion Dam,Montana,Great Plains,Montana Area Office,Paradise Valley Irrigation District,"On the Milk River 4 miles southeast of Chinook, Montana",-109.1901,48.5663,Milk River,Concrete ogee spillway and sluiceway and compacted earthfill dike,NA,MT 00586,Milk River,1966,Overflow crest,2,https://www.usbr.gov/projects/index.php?id=204
dam_207,Parker Dam,Arizona and California,Lower Colorado,Lower Colorado Dams Office,Lower Colorado Dams Office,"12 mi northeast of Parker, AZ",-114.1394,34.2966,Parker-Davis,Concrete arch,Lake Havasu,AZ10312,Colorado River,1934-1938,Overflow section at center of dam,455,https://www.usbr.gov/projects/index.php?id=207
dam_212,Pathfinder Dam,Wyoming,Great Plains,North Platte Projects Field Office,NA,"47 miles southwest of Casper, WY",-106.8533,42.4683,North Platte,Cyclopean masonry (granite),Pathfinder,WY01296,North Platte River,1905-1909,NA,5858.1,https://www.usbr.gov/projects/index.php?id=212
dam_213,Pathfinder Dike Dam,Wyoming,Great Plains,Wyoming Area Office,NA,NA,-106.855,42.8075,North Platte,NA,Pathfinder,WY01295,North Platte River,1909-1910,NA,5868.1,https://www.usbr.gov/projects/index.php?id=213
dam_318,Pilot Butte Dam,Wyoming,Great Plains,Big Horn Basin Field Office,Midvale Irrigation District,NA,-108.7531,43.197,PSMBP-Riverton,NA,Pilot Butte,WY01381,Offstream,1926,NA,5467,https://www.usbr.gov/projects/index.php?id=318
dam_218,Pineview Dam,Utah,Upper Colorado,Provo Area Office,Ogden River Water Users Association,"5 miles east of Ogden, Utah",-111.84270858764648,41.25402401249621,Ogden River,Zoned earthfill,Pineview,UT10132,Ogden River,1934-1937,NA,4908,https://www.usbr.gov/projects/index.php?id=218
dam_219,Pinto Dam,Washington,Pacific Northwest,Columbia-Cascades Area Office,NA,NA,-119.2533,47.4483,Columbia Basin,Zoned Earthfill,Billy Clapp Lake,WA00269,Offstream Storage,1946-1948,Ungated,1351,https://www.usbr.gov/projects/index.php?id=219
dam_319,Pishkun Dikes,Montana,Great Plains,Montana Area Office,Greenfields Irrigation District,"Eight dikes, located offstream about 16 miles southwest of Choteau, Montana",-112.5058,47.6818,Sun River,Zoned earthfill,Pishkun,MT00575,Offstream Storage,1930-1931,NA,4,https://www.usbr.gov/projects/index.php?id=319
dam_224,Platoro Dam,Colorado,Upper Colorado,Albuquerque Area Office,Conejos Water Conservancy,"1 mile from Platoro, Co",-106.5483283996582,37.35073917834847,San Luis Valley,Earthfill,Platoro,CO1671,Conejos River,1949-1951,NA,10048,https://www.usbr.gov/projects/index.php?id=224
dam_229,Pole Hill Afterbay Dam,Colorado,Great Plains,NA,NA,NA,-105.33156,40.36642,Colorado-Big Thompson,NA,Pole Hill Afterbay,CO82917,Little Hell Creek,1953,NA,6597.25,https://www.usbr.gov/projects/index.php?id=229
dam_320,Prosser Creek Dam,California,Mid-Pacific,Lahontan Basin Area Office,NA,NA,NA,NA,Washoe,NA,Prosser Creek,CA10179,Prosser Creek,1959-1962,NA,5761,https://www.usbr.gov/projects/index.php?id=320
dam_232,Pueblo Dam,Colorado,Great Plains,Eastern Colorado Area Office,NA,6 mi W of Pueblo CO,-104.73,38.2839,Fryingpan-Arkansas,NA,Pueblo,CO00299,Arkansas River,1970-1975,NA,4925,https://www.usbr.gov/projects/index.php?id=232
dam_234,Putah Dam,California,Mid-Pacific,Central California Area Office,Solano County Water Agency,NA,NA,NA,Solano,NA,NA,NA,Putah Creek,1957,NA,NA,https://www.usbr.gov/projects/index.php?id=234
dam_239,Rainbow Diversion Dam,California,Mid-Pacific,NA,NA,NA,NA,NA,Orland,NA,NA,CA82904,Stony Creek,1914,NA,1289,https://www.usbr.gov/projects/index.php?id=239
dam_240,Ralston Dam,Wyoming,Great Plains,Big Horn Basin Field Office,NA,NA,-108.86416,44.72639,Shoshone,NA,Ralston,NA,Garland Canal,1908,NA,4599,https://www.usbr.gov/projects/index.php?id=240
dam_243,Rattlesnake Dam,Colorado,Great Plains,Eastern Colorado Area Office,NA,NA,-105.2889,40.3708,Colorado-Big thompson,NA,Pinewood,CO01663,Rattlesnake Creek,1951-1952,NA,6595,https://www.usbr.gov/projects/index.php?id=243
dam_244,Red Bluff Diversion Dam,California,Mid-Pacific,Northern California Area Office,NA,NA,NA,NA,CVP-Sacramento Canals,NA,NA,NA,Sacramento River,1964,NA,NA,https://www.usbr.gov/projects/index.php?id=244
dam_250,Red Fleet Dam,Utah,Upper Colorado,Provo Area Office,Uintah Water Conservancy District,"10 miles northeast of Vernal, Utah",-109.44219589233398,40.580282627221635,CUP-Jensen Unit,earthfill embankment,Red Fleet,UT82901,Big Bush Creek,1977 - 1980,NA,5627,https://www.usbr.gov/projects/index.php?id=250
dam_189,Red Willow Creek Diversion Dam,Nebraska,Great Plains,NA,NA,NA,-100.54177,40.28167,PSMBP-Frenchman-Cambridge,NA,NA,NA,Red Willow Creek,1963,NA,NA,https://www.usbr.gov/projects/index.php?id=189
dam_321,Red Willow Dam,Nebraska,Great Plains,Nebraska-Kansas Area Office,NA,11 mi N of McCook,-100.6656,40.3639,French-Cambridge (PSMBP),NA,Hugh Butler Lake,NE01076,Red Willow Creek,1960-1962,NA,2634,https://www.usbr.gov/projects/index.php?id=321
dam_267,Reservoir A Dam,Idaho,Pacific Northwest,Lewiston Orchards Irrigation District,Lewiston Orchards Irrigation District,7 mi SE of Lewiston,-116.8574309,46.371998,Lewiston Orchards,Earthfill,Mann Lake,ID00261,Offstream Storage - Lindsey Creek,1907 & 1922,NA,1813,https://www.usbr.gov/projects/index.php?id=267
dam_581,Ridges Basin Dam,Colorado,Upper Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usbr.gov/projects/index.php?id=581
dam_195,Ridgway Dam,Colorado,Upper Colorado,Western Colorado Area Office - Grand Juction,Tri-County Water Conservancy District,"6 miles north of Ridgway, Colorado",-107.74206161499023,38.19918230382011,Dallas Creek,Rolled earthfill,Ridgway,CO82912,Uncompahgre River,1978-1987,NA,6888.5,https://www.usbr.gov/projects/index.php?id=195
dam_198,Rifle Gap Dam,Colorado,Upper Colorado,Western Colorado Area Office - Grand Juction,Silt Water Conservancy District,"5.5 miles north of Rifle, Colorado",-107.76025772094727,39.62720076390745,Silt,Zoned earthfill,Rifle Gap,CO01692,Rifle Creek,1964-1967,NA,5978,https://www.usbr.gov/projects/index.php?id=198
dam_199,Ririe Dam,Idaho,Pacific Northwest,Upper Snake Field Office,Upper Snake Field Office,NA,-111.7425,43.5833,Ririe,Earth and Rockfill,Ririe,ID00344,Willow Creek,1970-1977,radial gates,5128,https://www.usbr.gov/projects/index.php?id=199
dam_322,Robles Dam,California,Mid-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usbr.gov/projects/index.php?id=322
dam_323,Roza Diversion Dam,Washington,Pacific Northwest,Columbia-Cascades Area Office,NA,NA,-120.4658,46.74923,Yakima,NA,NA,WA00275,Yakima River,1939,NA,1205,https://www.usbr.gov/projects/index.php?id=323
dam_208,Ruedi Dam,Colorado,Great Plains,Eastern Colorado Area Office,NA,NA,-106.8181,39.3631,Fryingpan-Arkansas,NA,Ruedi,CO01664,Fryingpan River,1964-1968,NA,7788,https://www.usbr.gov/projects/index.php?id=208
dam_268,Rye Patch Dam,Nevada,Mid-Pacific,Pershing County Water Conservation District,NA,22 mi NE of Lovelock,-118.3083,40.4617,Humboldt,NA,Rye Patch,NV10124,Humboldt River,1935-1936,NA,4144,https://www.usbr.gov/projects/index.php?id=268
dam_214,Salmon Lake Dam,Washington,Pacific Northwest,Columbia-Cascades Area Office,Okanogan Irrigation District,NA,-119.74496,48.56036,Okanogan,Zoned Earthfill,Conconully Lake,WA00291,Offstream Storage,1919-1921,Ungated Siphon,2325.5,https://www.usbr.gov/projects/index.php?id=214
dam_324,San Acacia Diversion Dam,New Mexico,Upper Colorado,Middle Rio Grande Conservancy District,Middle Rio Grande Conservancy District,"at San Acacia, NM",NA,NA,Middle Rio Grande,concrete gate structure,NA,NA,Rio Grande,1934 and rehabilitated in 1957,NA,4668.5,https://www.usbr.gov/projects/index.php?id=324
dam_325,San Justo Dam,California,Mid-Pacific,South-Central California Area Office,San Benito County Water District,NA,NA,NA,CVP-San Felipe Division,NA,San Justo,CA82934,Offtream Storage,1987,NA,508.5,https://www.usbr.gov/projects/index.php?id=325
dam_270,Sanford Dam,Texas,Great Plains,Canadian River Municipal Water Authority,Canadian River Municipal Water Authority,NA,-101.55251,35.71367,Canadian River,NA,Lake Meredith,TX00023,Canadian River,1962-1965,NA,3011,https://www.usbr.gov/projects/index.php?id=270
dam_220,Satanka Dike Dam,Colorado,Great Plains,Eastern Colorado Area Office,Northern Colorado Water Conservancy District,NA,-105.17569,40.59957,Colorado-Big Thompson,NA,Horsetooth,CO01665,Offstream Storage,1946-1949,NA,5443,https://www.usbr.gov/projects/index.php?id=220
dam_326,Sawyer Diversion Dam,Colorado,Great Plains,NA,NA,4.5 mi E of Norrie CO,-106.38123,39.15564,Fryingpan-Arkansas,NA,NA,NA,Sawyer Creek,1970-1973,NA,10084.5,https://www.usbr.gov/projects/index.php?id=326
dam_327,Scofield Dam,Utah,Upper Colorado,Provo Area Office,Carbon Water Conservancy District,NA,-111.11949920654297,39.786204925959254,Scofield,Zoned earthfill,Scofield,UT10133,Price River,1943-1946,NA,7636,https://www.usbr.gov/projects/index.php?id=327
dam_225,Scoggins Dam,Oregon,Pacific Northwest,Columbia-Cascades Area Office,NA,NA,-123.19965,45.4724,Tualatin,Zoned Earthfill,Henry Hagg Lake,OR10020,Scoggins Creek,1972-1975,Radial Gates,313,https://www.usbr.gov/projects/index.php?id=225
dam_233,Seminoe Dam,Wyoming,Great Plains,Wyoming Area Office,NA,NA,-106.9083,42.1569,Kendrick,NA,Seminoe,WY01297,North Platte River,1936-1939,NA,6361,https://www.usbr.gov/projects/index.php?id=233
dam_328,Senator Wash Dam,California,Lower Colorado,Yuma Area Office,Imperial Irrigation District,"18 miles northeast of Yuma, Arizona",-114.4783,32.91,Colorado River Front Work & Levee System,Rolled earth embankment,Senator Wash,CA10185,Offstream,1964-1966,Uncontrolled concrete overflow with flip buckets,265,https://www.usbr.gov/projects/index.php?id=328
dam_329,Shadehill Dam,South Dakota,Great Plains,Dakotas Area Office,NA,NA,-102.2033,45.7533,PSMBP-Shadehill,NA,Shadehill,SD01141,Grand River,1949-1951,NA,2318,https://www.usbr.gov/projects/index.php?id=329
dam_235,Shadow Mountain Dam,Colorado,Great Plains,Eastern Colorado Area Office,Northern Colorado Water Conservancy District,NA,-105.84102,40.20785,Colorado-Big Thompson,NA,Shadow Mountain,CO01666,Colorado River,1944-1946,NA,8375,https://www.usbr.gov/projects/index.php?id=235
dam_241,Shasta Dam,California,Mid-Pacific,Northern California Area Office,NA,NA,NA,NA,CVP-Shasta/Trinity,NA,Shasta Lake,CA10186,Sacramento River,1938-1945,NA,1077.5,https://www.usbr.gov/projects/index.php?id=241
dam_245,Silver Jack Dam,Colorado,Upper Colorado,Western Colorado Area Office - Grand Junction,Bostwick Park Water Conservancy District,NA,-107.54310607910156,38.23206979408184,Bostwick Park,Rolled-earthfilled,Silver Jack,CO01693,Cimarron Creek,1966-1971,NA,8939,https://www.usbr.gov/projects/index.php?id=245
dam_246,Sly Park Dam,California,Mid-Pacific,Central California Area Office,El Dorado Irrigation District,NA,-120.56,38.7208,CVP-Folsom Sly Park,NA,Jenkinson Lake,CA10187,Sly Park Creek,1953-1955,NA,3482,https://www.usbr.gov/projects/index.php?id=246
dam_251,Soldier Canyon Dam,Colorado,Great Plains,Eastern Colorado Area Office,Northern Colorado Water Conservancy District,NA,-105.1033,40.5883,Colorado-Big Thompson,NA,Horsetooth,CO01667,Offstream Storage,1946-1949,NA,5443,https://www.usbr.gov/projects/index.php?id=251
dam_190,Soldier Creek Dam,Utah,Upper Colorado,Provo Area Office,Central Utah Water Conservancy District,NA,-111.02628707885742,40.13579923864353,CUP - Bonneville Unit,Zoned earthfill,Strawberry,UT10135,Strawberry River,1970-1974,NA,7612,https://www.usbr.gov/projects/index.php?id=190
dam_191,Soldiers Meadow Dam,Idaho,Pacific Northwest,Snake River Area Office,Lewiston Orchards Irrigation District,"Approximately 25 miles southeast of Lewiston, Idaho",-116.7367,46.16727,Lewiston Orchards,Zoned Earthfill,Soldiers Meadow,ID10002,Webb Creek,1923,Ungated overflow,4529,https://www.usbr.gov/projects/index.php?id=191
dam_196,South Cunningham Creek Diversion Dam,Colorado,Great Plains,NA,NA,5.5 mi E of Norrie CO,-106.33298,39.19271,Fryingpan-Arkansas,NA,NA,NA,Cunningham Creek,1976,NA,10539,https://www.usbr.gov/projects/index.php?id=196
dam_330,South Fork Diversion Dam,Colorado,Great Plains,NA,NA,NA,-106.35222,39.14158,Fryingpan-Arkansas,NA,NA,NA,Fryingpan-Arkansas,1965-1971,NA,10003,https://www.usbr.gov/projects/index.php?id=330
dam_331,Spring Canyon Dam,Colorado,Great Plains,Eastern Colorado Area Office,Northern Colorado Water Conservancy District,NA,-105.135,40.53,Colorado-Big Thompson,NA,Horsetooth,CO01668,Offstream Storage,1946-1949,NA,5443,https://www.usbr.gov/projects/index.php?id=331
dam_202,Spring Creek Debris Dam,California,Mid-Pacific,Northern California Area Office,NA,NA,NA,NA,CVP-Shasta/Trinity,NA,Spring Creek,CA10190,Spring Creek,1961-1963,NA,816,https://www.usbr.gov/projects/index.php?id=202
dam_332,St. Mary Diversion Dam,Montana,Great Plains,Montana Area Office,NA,"On the St. Mary River two miles southeast of Babb, Montana.",-113.4169,48.8521,Milk River,Concrete weir and sluiceway,NA,MT82932,St. Mary River,1915,Overflow crest,4,https://www.usbr.gov/projects/index.php?id=332
dam_205,Stampede Dam,California,Mid-Pacific,Lahontan Basin Area Office,NA,NA,-120.11,39.1078,Washoe,NA,Little Truckee R.,CA10192,Little Truckee R.,1966-1970,NA,5974,https://www.usbr.gov/projects/index.php?id=205
dam_209,Starvation Dam,Utah,Upper Colorado,Provo Area Office,Central Utah Water Conservancy District,NA,-110.44418334960938,40.18875731912906,CUP-Bonneville Unit,NA,Starvation Reservoir,NA,Strawberry River,1970,NA,5725,https://www.usbr.gov/projects/index.php?id=209
dam_210,Stateline Dam,Utah,Upper Colorado,Provo Area Office,Bridger Valley Water Conservancy District,28 mi S of Ft. Bridger,-110.39,40.99,Lyman,Earthfill,Stateline,UT82904,East Fork of Smiths Fork,1977-1979,NA,9176,https://www.usbr.gov/projects/index.php?id=210
dam_215,Steinaker Dam,Utah,Upper Colorado,Provo Area Office,Uintah Water Conservancy District,4 miles northwest of Vernal Utah,-109.53094482421875,40.50566599541602,CUP-Vernal Unit,Zoned earthfill,Steinaker,NA,Offstream,1959-1962,NA,5527,https://www.usbr.gov/projects/index.php?id=215
dam_216,Stewart Mountain Dam,Arizona,Lower Colorado,Phoenix Area Office,Area Office Manager,"On the Salt River, 41 miles northeast of Phoenix, Arizona",-111.5361,33.5666,Salt River,Concrete thin arch,Saguaro Lake,AZ10318,Salt River,1928-1930,Concrete weir and concrete lined open channel,1533,https://www.usbr.gov/projects/index.php?id=216
dam_333,Stony Gorge Dam,California,Mid-Pacific,Northern California Area Office,Orland Unit Water Users` Association,NA,NA,NA,Orland,NA,Stony George,CA10194,Stony Creek,1926-1928,NA,847,https://www.usbr.gov/projects/index.php?id=333
dam_221,Sugar Loaf Dam,Colorado,Great Plains,Eastern Colorado Area Office,NA,15 mi E of Basalt,-106.3733,39.2517,Fryingpan-Arkansas,NA,Turquoise Lake,CO01669,Lake Fork of the Arkansas,1965-1968,NA,9879,https://www.usbr.gov/projects/index.php?id=221
dam_226,Sumner Dam,New Mexico,Upper Colorado,Albuquerque Area Office,Carlsbad Irrigation District,NA,-104.38758373260498,34.60716840001175,Carlsbad,NA,Sumner Lake,NM00130,Pecos River,1936-1937,NA,4301,https://www.usbr.gov/projects/index.php?id=226
dam_230,Sun River Diversion Dam,Montana,Great Plains,Montana Area Office,Greenfields Irrigation District,"On the North Fork of Sun River, 17 miles north west of Augusta, Montana, three miles downstream from Gibson Dam.",-112.7066,47.6211,Sun River,Concrete arch weir,NA,MT00585,North Fork Sun River,1915,Overflow crest,4,https://www.usbr.gov/projects/index.php?id=230
dam_231,Superior Courtland Diversion Dam,Nebraska,Great Plains,NA,NA,NA,-98.37712,40.06759,PSMBP-Bostwick,NA,NA,NA,Republican River,1950,NA,NA,https://www.usbr.gov/projects/index.php?id=231
dam_334,Swift Current Dike,Montana,Great Plains,Montana Area Office,Paradise Valley Irrigation District,"On Swiftcurrent Creek, 3 miles southwest of Babb, Mont.",-113.2501,48.5107,Milk River,"Earth and rock, timber-crib core, nonoverflow",None,MT82932,St. Mary River,1915,NA,4,https://www.usbr.gov/projects/index.php?id=334
dam_236,Taylor Park Dam,Colorado,Upper Colorado,Western Colorado Area Office - Grand Junction,Uncompahgre Valley Water Users Association,"30 miles northeast of Gunnison, CO",-106.60652160644531,38.818001324034284,Uncompahgre,Zoned earthfill,Taylor Park,CO00151,Taylor River,1935-1937,NA,9343,https://www.usbr.gov/projects/index.php?id=236
dam_299,Terminal Dam,California,Mid-Pacific,Mid-Pacific Regional Office,Solano County Water Agency,NA,NA,NA,Solano,NA,NA,CA10195,Offstream Storage,1959,NA,90,https://www.usbr.gov/projects/index.php?id=299
dam_242,Theodore Roosevelt Dam,Arizona,Lower Colorado,Phoenix Area Office,Area Office Manager,"On the Salt River, about 76 miles northeast of Phoenix, Arizona",-111.1613,33.6718,Salt River,Concrete gravity arch,Theodore Roosevelt Lake,AZ10317,Salt River,1903-1911,NA,2218,https://www.usbr.gov/projects/index.php?id=242
dam_300,Thief Valley Dam,Oregon,Pacific Northwest,Snake River Area Office,Lower Powder River Irrigation District,"16 mi N of Baker, OR",-117.7810764,45.012996,"Baker, Union",Concrete Slab and Buttress,Thief Valley,OR00592,Powder River,1931-1932,Ungated overflow,3143,https://www.usbr.gov/projects/index.php?id=300
dam_247,Three Mile Falls Diversion Dam,Oregon,Pacific Northwest,Columbia-Cascades Area Office,West Extension Irrigation District,"Three miles south of Umatilla, Oregon",-119.3245482,45.882972,Umatilla Basin,NA,NA,OR00588,Umatilla River,1914,NA,404.3,https://www.usbr.gov/projects/index.php?id=247
dam_252,Tiber Dam,Montana,Great Plains,Montana Area Office,NA,NA,-111.0969,48.3222,Lower Marias,Zoned earthfill (dike closes low saddle beginning about 1 mile southwest of the right abutment of the dam).,Lake Elwell,MT00579,Marias River,1952-1956,Concrete crest and concrete-lined open channel at right abutment of dam controlled by three 22- by 38- ft radial gates.,3,https://www.usbr.gov/projects/index.php?id=252
dam_253,Tieton Dam,Washington,Pacific Northwest,Columbia-Cascades Area Office,NA,NA,-121.12808,46.657198,Yakima,Zoned Earthfill,Rimrock Lake,WA00273,Tieton river,1917-1925,Drum gates,2935,https://www.usbr.gov/projects/index.php?id=253
dam_188,Trenton Dam,Nebraska,Great Plains,Nebraska-Kansas Area Office,NA,2.5 mi W of Trenton,-101.06,40.17,PSMBP-Frenchman-Cambridge,NA,Swanson,NE01078,Republican River,1949-1953,NA,2793,https://www.usbr.gov/projects/index.php?id=188
dam_266,Trinity Dam,California,Mid-Pacific,Northern California Area Office,NA,NA,NA,NA,CVP-ShastaTrinity,NA,Clair Engle Lake,CA10196,Trinity River,1957-1962,NA,2395,https://www.usbr.gov/projects/index.php?id=266
dam_192,Tub Springs Creek Diversion Dam,Nebraska,Great Plains,NA,NA,NA,-103.68886,41.85086,North Platte,NA,1954,NA,Tub springs Creek,NA,NA,4000,https://www.usbr.gov/projects/index.php?id=192
