br_id,name,overview,url
dam_131,Ivanhoe Diversion Dam,"The Ivanhoe Diversion Dam, located on the Ivanhoe Creek approximately 7 miles east of Norrie, Colorado, diverts water from Ivanhoe Creek and the Cunningham Tunnel through the Ivanhoe Creek crossing into the inlet of Nast Tunnel. It is a concrete gravity spillway, with a retaining wall in combination with a Parshall flume. The sluiceway is one 3-foot-square cast iron slide gate with pedestal lifts. The headworks consists of two 4-foot-square cast iron slide gates with pedestal lifts.",https://www.usbr.gov/projects/index.php?id=131
dam_156,Jackson Gulch Dam,"Jackson Gulch Dam is a rock-faced earthfill structure 180 feet high with a concrete cutoff wall. The reservoir is off-stream on Jackson Gulch, 5 miles north of Mancos, and has a total capacity of almost 10,000 acre-feet. The dam does not have a spillway. The 280-cubic-foot-per-second-capacity outlet works is a concrete pressure conduit from trashrack to gate chamber, and a steel pipe from gate chamber to two hollow jet valves. The Inlet Canal extends from the West Mancos River to the reservoir. Geology Below elevation 7790 on the left abutment and 7805 on the right abutment Jackson Gulch Dam will rest on a layer of wash composed of gravel, rock and clay-silt four to eleven feet thick, apparently quite impervious, overlying a sandy shale of varying degrees of hardness, and Dakota sandstone. Above these elevations one test pit near each end of the dam shows two to five feet of soil, compacted clay and a few boulders overlying 28 to 32 feet of gravel and boulders, which in turn rest on shale. Top soil and loam varies from 1 to 2.5 feet in depth. In the valley bottom the silt is stripped above the dam axis to the sandstone.",https://www.usbr.gov/projects/index.php?id=156
dam_162,Jackson Lake Dam,"Jackson Lake Dam, a temporary rockfilled crib dam was completed in 1907 by the Bureau of Reclamation at Jackson Lake to store 200,000 acre-feet for the Minidoka Project until the storage requirements could be determined. A portion of this dam failed in 1910, and in 1911 a concrete gravity structure with earth embankment wings was built at the site. The new dam increased storage capacity to 380,000 acre-feet. In 1916, further construction raised the dam 17 feet to a structural height of 65.5 feet, with a total storage capacity of 847,000 acre-feet (active 847,000 acre-feet). Safety concerns were identified at the dam in the mid-1970s, and from 1977 to 1989 the level of Jackson Lake was maintained at a lower than normal level because of concerns for possible dam failure during an earthquake. The dam foundation was completely replaced using a technique called dynamic compaction, and a grout curtain was installed below the foundation. The combination water release structure/bridge was also replaced. This work was completed in 1989 under authority of Reclamation's Safety of Dams Act making the full capacity available again. Geology Foundation: Rock ledge about 30 feet thick underlain by a 10 foot layer of stiff, blue clay overlying second rock formation.",https://www.usbr.gov/projects/index.php?id=162
dam_157,James Diversion Dam,"The James Diversion Dam is a 50-foot concrete gravity ogee weir with flanking earth dikes. The dam has a 6-foot-square cast iron slide gate and a manual lift installed in a sluiceway at elevation 1225.0. An earth channel auxiliary spillway 150 feet wide and 1,900 feet long is excavated across the flood plain to the right of the dam. The channel inlet invert is constructed of rock riprap at elevation 1242.0. The capacity of the reservoir is 4,875 acre-feet at spillway crest elevation 1240.5.",https://www.usbr.gov/projects/index.php?id=157
dam_167,Jamestown Dam,"The reservoir area is a gently rolling plain with a surface blanket of glacial till over-lying thin-bedded, highly jointed Pierre Shale. In this plain the James River has cut a valley 1,000 to 4,000 feet wide and 50 to 100 feet, which forms the reservoir. The overburden of the reservoir area consists of three types: 1) Glacial deposits are chiefly till, a heterogeneous mass of buff to light-brown clay, silt, sand, gravel and boulders. Most of these materials are compact and impermeable. 2) Alluvium deposits occupying the valley floor range from highly plastic clays to sands and grovel with some silt. These deposits range in thickness from a few feet near the base of the valley to as much as 120 feet in the inner gorge near the center of the valley. 3) Deposits of slope-wash and slump materials are minor and occur as thin coverings along the valley slopes. These deposits consist chiefly of materials eroded from glacial drifts. The bedrock is Pierre Shale which is normally hard, dark gray, thinly bedded and highly jointed claystone or siltstone.",https://www.usbr.gov/projects/index.php?id=167
dam_168,Joes Valley Dam,"Joes Valley Dam is an earthfill dam 1,290,000 cubic yards in volume, 187 feet above streambed, and 750 feet long at the crest. The project provides for regulation of Seely Creek, a major tributary of Cottonwood Creek. The reservoir has a total capacity of 62,460 acre-feet and a surface area of 1,170 acres. Water is released from storage flows on Seely Creek to Cottonwood Creek and the Cottonwood Creek-Huntington Canal, which heads at Swasey Diversion Dam. Geology The dam and its abutments are founded on the flat lying Blackhawk Formation that contains numerous lignite (coal) beds interlaced among the sandstones.",https://www.usbr.gov/projects/index.php?id=168
dam_171,John Franchi Diversion Dam,"The Madera Diversion Dam (renamed the John A. Franchi Diversion Dam), on the Fresno River, is operated by the Madera Irrigation District. Built by Reclamation and completed in 1964, the earth and sheet steel piling dam supports the Madera Canal. Franchi stands 15-feet-high and spans 263 feet across the Fresno River.",https://www.usbr.gov/projects/index.php?id=171
dam_176,Jordanelle Dam,"Jordanelle Dam and Reservoir, located on the Provo River about 6 miles north of Heber City, provides water storage at an upstream site by exchange for Bonneville Unit water in Utah Lake and Strawberry Reservoir and for most of the water presently regulated in 15 small reservoirs on the headwaters of the Provo River. The reservoir functions as a long term holdover reservoirtoprovide storage through asix year drought period. Jordanelle has a capacity of 320,300 acre-feet with a surface area of 3,068 acres. The municipal and industrial water stored in Jordanelle Reservoir is delivered to Salt Lake County by way of the Provo River and Jordan Aqueduct, and to northern Utah County by way of the Provo River and Alpine Aqueduct. Geology The design data for Jordanelle Dam was reviewed by three independent panels of internationally recognized earth science authorities who concluded that a dam the size of Jordanelle could be safely constructed at the selected site. In addition, the combined United States and Utah Congressional Delegation conducted an in-depth investigation and declared Jordanelle Dam to be geologically sound.The dam is designed to withstand an earthquake of Richter scale magnitude 7.5 on the Wasatch Fault (19 miles west of the damsite), and magnitude 6.5 for a local random earthquake directly below the dam.",https://www.usbr.gov/projects/index.php?id=176
dam_135,Kachess Dam,"Kachess Dam is an earthfill structure located on the Kachess River about 2 miles northwest of Easton. This dam, 115 feet high with a volume of 200,000 cubic yards, was built at the lower end of a natural lake, and created a reservoir with an active capacity of 239,000 acre-feet constructed over a natural lake having unknown dead storage capacity. The discharge channel for Kachess Reservoir is 2,877 feet long and was constructed from the natural lake to the intake structure of the dam’s outlet works. This was done so the natural lake could be used for storage. The first 1,182 feet consists of an open cut inlet channel leading to a 9 foot diameter tunnel for 1,393 feet and then 302 feet of open channel to the intake structure. Significant siltation has occurred in the discharge channel causing a restriction in passing the necessary water downstream. In 1996, sediment was removed from the inlet channel and a new channel was excavated along the existing tunnel. In addition, a new intake structure was constructed, the steel bridge from the dam to the intake structure replaced, and the outlet works conduit lined with a minimum of 4-inch thick reinforced concrete overlay. The channel improvements were accomplished under Phase II of the Yakima River Basin Water Enhancement Project; Title XII of the Act of October 31, 1994. The intake structure and outlet conduit work was done as a part of the Bureau of Reclamation’s Operations and Maintenance Modifications Program. Geology A glacial till moraine extends across the entire Kachess River valley and comprises the foundation and abutments of the dam. The glacial till is composed of a heterogeneous mixture of clay, silt, sand, gravel, cobbles, and boulders. These materials were used as the borrow for construction of the impervious and pervious zones of the dam.Preconstruction investigations suggest the thickness of the moraine ranges from 45 to 60 feet between dam stations 8+00 and 13+20. From dam station 13+20 to the left end of the dam at station 14+00, the moraine thickens rapidly to about 100 feet. The thickness of the moraine between dam stations 0+00 and 8+00 probably ranges from about 80 to 100 feet, and possibly up to 200 feet, based on the site topography and depth of the reservoir. Site investigations during original construction showed the moraine in the foundation and borrow areas to be comprised of lenses of fine materials (blue, brown, and gray clays), hardpan (fines, sand, gravel, and plus 3-inch material variably cemented with calcareous or iron-based agents), and various uncemented combinations and gradations of sand, gravel and plus 3-inch material.",https://www.usbr.gov/projects/index.php?id=135
dam_294,Keechelus Dam,"Keechelus Dam was constructed at the lower end of a natural lake and is on the Yakima River, 10 miles northwest of Easton. This earthfill structure, completed in 1917, is 128 feet high and contains 684,000 cubic yards of material. Keechelus Lake has an active capacity of 157,900 acre-feet constructed over a natural lake having unknown dead storage capacity. Total rehabilitation of the outlet works and control tower was started in 1976. The two original cylinder gates were replaced by a single 8.5-foot-square hydraulically operated slide gate, and a new concrete chute and stilling basin that is 156 feet long, 18 feet wide, up to 28 feet deep were constructed. The concrete outlet conduit was partially lined with reinforced concrete, and a 22-inch-diameter pipe was installed in the outlet conduit to bypass minimum flows for fishery and stream enhancement when the outlet gates are closed. In mid-1998, it was determined that dam safety deficiencies existed at Keechelus Dam due to the potential for dam failure from piping and/or internal erosion of embankment materials. A reservoir operating restriction to elevation 2510 feet was imposed together with increased monitoring and surveillance pending implementation of corrective actions. This operating restriction limited storage to 140,920 acre-feet. Modifications were performed on the dam between April 2002 and November 2003 under Reclamation's Safety of Dams Program. Modifications included removing and rebuilding much of the dam cross-section to include embankment zones and drainage features, construction of a bentonite slurry cutoff wall in the right abutment, and construction of a downstream drain along the entire length of the dam-- all to control seepage and prevent internal erosion of the new structure. The reservoir operating restriction was lifted in early 2004. Geology Bedrock in the vicinity of the dam is rhyolite of the Naches Formation, which crops out on the left side of the spillway and provides the foundation for the spillway structure and the left abutment of the dam. Forming most of the foundation for the dam embankment are two Quaternary-age glacial units that extend across the Yakima River valley floor. The older and more extensive unit is Quaternary Glacial Drift, deposited in a terminal moraine to unknown depths. Quaternary Outwash Sediments overlie a portion of the glacial drift and form the shallow foundation of the dam to the right of station 44+00, to a maximum known thickness of 42 feet. Both units are generally dense, as indicated by the majority of standard penetration test (SPT) blowcounts and crosshole shear wave velocities.Differentiation between the two units is principally based on percentage of gravel and oversize materials (which is higher in the glacial drift), and on density (indicated by field hand test, blowcounts, and shear wave velocities). The glacial drift seems to have a very low permeability, leading to the assumption the extensive seepage seen downstream of the dam either passes through the outwash sediments, or along the contacts with either the embankment or the glacial drift.",https://www.usbr.gov/projects/index.php?id=294
dam_295,Keene Creek Dam,"Keene Creek Dam is a 78-foot-high, 558-foot-long zoned earthfill embankment dam located 16 miles east of Ashland, Oregon, on Keene Creek. Behind the dam is the Keene Creek Reservoir with a total capacity of 390 acre-feet (active 260 acre-feet), which has sufficient water for the weekly cycle of powerplant operation for peaking power production of Green Springs Powerplant. The purpose of Keene Creek Dam is to reregulate releases from Howard Prairie and Hyatt Reservoirs to provide forebay pondage for Green Springs Powerplant. Geology The Keene Creek Dam and Reservoir are located in the Western Cascade geotectonic province of the Cascade Range on the West Side of that volcanic mountain belt. The project is in the easternmost part of the Western Cascades, which is characterized lithologically by slightly deformed and partly altered andesitic and bastalic lava flows and pyroclastic rocks of mid Tertiary age and physiographically by a deeply-eroded mature. Topography with deep canyons and fairly strong development of cuesta-type ridges expressive of the easterly dip of 10 to 20 degrees of the volcanic strata. This volcanic sequence has a thickness of 3,000 to 5,000 feet. Structurally it is complicated by intrusives and faulting and folding as well as the eastward tilting. Within one mile west of the project High Cascade geotectonic province forms the highest part of the Cascade Range. It is characterized by late Tertiary to Holocene volcanism, which is represented locally by the lower slopes of the Chinquapin Mountain. This volcano of probable Pleistocene age has a peak elevation of 6106 feet, is 2.5 miles northwest of the dam and lies several miles west of the main chain of volcanoes. Crater Lake which erupted about 6,000 years ago is 60 miles to the north. The closest Holocene volcanism is believed to have been at Mount Macloughlin, about 22 miles to the north. Pleistocene glaciation in the Cascade Range did not extend south of Mount Macloughlin, but the effects of wetter climate appears to be expressed in the deep weathering alteration of the volcanic bedrock, steep-sided valleys and landslides in the Western Cascades.",https://www.usbr.gov/projects/index.php?id=295
dam_184,Kent Diversion Dam,"Kent Diversion Dam is located in Loup County on the North Loup River about 8 miles upstream from its confluence with the Calamus River. It is a concrete ogee structure with a height above streambed of 9 feet. Its length is 1,000 feet and the canal headworks capacity is 500 cubic feet per second. The structure is used to desilt and divert water from the North Loup River into the Kent Canal.",https://www.usbr.gov/projects/index.php?id=184
dam_185,Keswick Dam,"Keswick Dam is a 157-foot-high concrete gravity dam, with a crest length of 1,046 feet, constructed 9 miles downstream from Shasta Dam on the Sacramento River. Keswick Dam acts as an afterbay dam controlling river fluctuations from the Shasta Powerplant. Water released from Shasta Dam downstream to the Keswick Reservoir is stored for release through Keswick Dam and Powerplant. With steady releases from Keswick Dam, managers are able to regulate the flows of the Sacramento River downstream. Keswick Power Plant has three generators with a rated capacity of 105 megawatts.",https://www.usbr.gov/projects/index.php?id=185
dam_107,Keyhole Dam,"Three geologic units are exposed at Keyhole damsite: 1) Lakota sandstone which is soft to medium hard with considerable bedding and has a system of vertical joints that separates the bedrock into blocks or large masses. The lower portion of the Lakota sandstone across the valley floor. 2) Fuson shale lies above Lakota sandstone. It is dark-gray shale with sandy shale and sandstone zones. 3) Dakota sandstone (similar to Lakota) lies above the Fuson shale on both banks. Lakota sandstone forms the basal portion of both dam abutments with Fuson shale lying above the Lakota formation. Dakota sandstone lies high on the abutments above the Fuson shale. Dips of these strata are essentially horizontal at the damsite. Over burden near the dam axis consists of clay, silt, sand, and minor quantities of fine gravel.",https://www.usbr.gov/projects/index.php?id=107
dam_108,Kirwin Dam,"The bedrock in the sediments of Kirwin Dam is the Fort Hays limestone of the Niobrara foundation. The Fort Hays overlies the Carlile shale, which forms the bedrock under valley section of the Dam. Both of these formations are of Cretaceous Age. The overburden in the area consists of reworked chalk covered with a thin layer of silt and sand (loess). Numerous areas of lithologic color change indicating that the chalk is near the surface substantiate the thinness of the silt-sand layer. Several seismic spreads were shot in such areas to verify this interpretation. An example of chalk is revealed by a group of light colored patches about 700 feet south of the channel on the right abutment.",https://www.usbr.gov/projects/index.php?id=108
dam_114,Kortes Dam,"Kortes Dam is constructed in the 1,000-foot gorge of the Black Canyon on the North Platte River. The level of water in Kortes Reservoir controls the tailwater elevation of Seminoe Power Plant. The dam is constructed at the optimum location to develop the most head between Seminoe tailwater and Pathfinder high water surface elevation. About 200 of the 300 feet available are used. The concrete gravity structure has a maximum height above foundation rock of 244 feet and contails 147,000 cubic yards of concrete. The 83-acre Kortes Reservoir is confined to the narrow canyon and provides storage for only 4,700 acre-feet of water. Other principal features include a 50,000-cubic-foot-per-second uncontrolled spillway through the right abutment, a switchyard on the top of the dam, and transmission taplines to the canyon rim. Foundation: Relatively fresh, unweathered, high-quality granite, complexly fractured, with prominent sheeted and jointed zones, in many of which the granite has altered to clay.",https://www.usbr.gov/projects/index.php?id=114
dam_297,Laguna Diversion Dam,"Laguna Dam, an original feature of the Yuma Project, is located on the Colorado River 13 miles northeast of Yuma, Arizona, and about 5 miles downstream from Imperial Dam. The original purpose of this dam was to divert Colorado River water to the project area. Since 1948, irrigation water for the project has been diverted at Imperial Dam. Laguna Dam now serves as a regulating structure for sluicing flows and for downstream toe protection for Imperial Dam. It has a structural height of 43 feet and contains 486,800 cubic yards of material.",https://www.usbr.gov/projects/index.php?id=297
dam_142,Lahontan Dam,"Lahontan Dam and Reservoir are situated in the southern Carson Desert, a large intermountain basin in the northwestern portion of the Basin and Range geomorphic province. The dam embankment and spillways are founded almost entirely on Truckee Formation rocks and sediments at a point where the Carson River has incised a 120-foot-deep canyon into an isolated butte capped by 40 to 50 feet of Lahontan Lake sediments. The Late Miocene to Pliocene Truckee formation consists of sandstone, claystone, siltstone, conglomerate, hard sandy clay, tuffaceous sand, tuff and minor volcanic flows with most beds being 1.0 to 4.2 feet thick. Unconformably overlying this formation are the flat-lying, unconsolidated, lacustrine beds of the Pleistocene Lahontan Valley Group. These lacustrine beds typically range in composition from poorly graded and silty sands to silt and lean to fat clays. The only parts of the embankment founded on the Lahontan Valley Group are the far left and right ends of the embankment. On the right abutment the contact between the Lahontan Valley Group and the underlying Truckee Formation is projected beneath the right spillway at about station 12+20 and elevation 4139 feet (dam crest elevation is 4174.0 feet). On the left abutment, this contact is projected to cross the centerline of the dam at about station 4+12 and elevation 4120. An isolated minor occurrence of river alluvium was encountered at a depth of 123.8 feet in Drill Hole DH/P-8.8 drilled in the crest of the embankment at Station 8+80. Any alluvium under the embankment is considered to be discontinuous and limited based on preconstruction, construction, as-built, and later investigation information. The 1915 Final Construction Report stated that: ""The riverbed was cleaned to either rock or clay and all sand, gravel and loam excavated and wasted."" .Typically the Truckee Formation beds at the dam site dip to the northwest, but with dips ranging from 10 to 30 degrees. There are local changes in the dips and strikes which are generally attributed to nearby faults. For instance, outcrops immediately upstream and downstream of the right spillway chute contain beds which strike northeast and dip 27 to 43 degrees northwest. Indirect evidence indicates two faults are present in the foundation of Lahontan Dam. The first fault, termed the Channel Fault, is believed to be present in the right portion of the Carson River channel, thus striking transversely under the dam at its maximum section. The fault strikes about N 35-45oE and dips about 70oSE. The presence of a spring and nearby artesian well along the trace of this fault prior to construction suggest groundwater moves along this fault. The second fault, termed the Right Abutment Fault, shows up as a strong lineament, over 400 feet long, to the right and downstream of the right spillway chute. This apparent fault strikes N 20-37o E, dips 70o southeast and is also a groundwater conduit as evidenced by clear water springs along its farthest downstream trace (about 700 to 800 feet downstream of the dam axis). These faults are not considered to be active (see Section I.G, Earthquake Loading).",https://www.usbr.gov/projects/index.php?id=142
dam_146,Lake Alice No 1 Dam,"Bedrock underlying the Alice Dams and Reservoirs consist of sandy silt of the Brule Formation. Project histories (USBR, 1912) allude to sand and gravel cover of about 3 meters at the damsite. There is no known record of the nature and thickness of material overlying the Brule Formation elsewhere at the site, it is likely that the valley bottom contains material of a thickness comparable to that at the damsite, and that the entire area is mantled by eolian sand and loess. While Brule is generally massive in the subsurface, it develops jointing when exposed to air. Water exploits these joints, forming fissures. There is no evidence of post-Miocene faulting at either Lake Alice or Minatare damsites or within 60 km of the sites. In addition, the smooth gentle slopes adjacent to the reservoirs suggest there is no active landslides at the site.",https://www.usbr.gov/projects/index.php?id=146
dam_298,Lake Alice No 1and 1 Half Dam,"Bedrock underlying the Alice Dams and Reservoirs consist of sandy silt of the Brule Formation. Project histories (USBR, 1912) allude to sand and gravel cover of about 3 meters at the damsite. There is no known record of the nature and thickness of material overlying the Brule Formation elsewhere at the site, it is likely that the valley bottom contains material of a thickness comparable to that at the damsite, and that the entire area is mantled by eolian sand and loess. While Brule is generally massive in the subsurface, it develops jointing when exposed to air. Water exploits these joints, forming fissures. There is no evidence of post-Miocene faulting at either Lake Alice or Minatare damsites or within 60 km of the sites. In addition, the smooth gentle slopes adjacent to the reservoirs suggest there are no active landslides at the site.",https://www.usbr.gov/projects/index.php?id=298
dam_152,Lake Alice No 2 Dam,"Bedrock underlying the Alice Dams and Reservoirs consist of sandy silt of the Brule Formation. Project histories (USBR, 1912) allude to sand and gravel cover of about 3 meters at the damsite. There is no known record of the nature and thickness of material overlying the Brule Formation elsewhere at the site, it is likely that the valley bottom contains material of a thickness comparable to that at the damsite, and that the entire area is mantled by eolian sand and loess. While Brule is generally massive in the subsurface, it develops jointing when exposed to air. Water exploits these joints, forming fissures. There is no evidence of post-Miocene faulting at either Lake Alice or Minatare damsites or within 60 km of the sites. In addition, the smooth gentle slopes adjacent to the reservoirs suggest there is no active landslides at the site.",https://www.usbr.gov/projects/index.php?id=152
dam_158,Lake Sherburne Dam,"Lake Sherburne Dam is a compacted earthfill structure 107 feet in height above its foundation with a crest length of 1,086 feet. The total volume of material in the dam is 242,000 cubic yards. In 1960, the intake tower structure was modified by adding a circumferential overflow spillway crest, and the weir-type overflow spillway at the left abutment of the dam was filled with compacted earth material extending the crest of the dam to the left abutment. Reservoir water surfaces are controlled by operation of the two 4- by 5-foot high-pressure gates, which permit a discharge of 2,100 cubic feet per second at an elevation of 4788.0 ft. At water surface elevations above 4788.0 ft, water flows over the crest of the overflow spillway and the discharge through the outlet works is then comprised of the water flowing over the spillway crest and through the 4- by 5-foot gates. Maximum discharge through the outlet works conduit at an elevation of 4809.2 ft is 4,200 cubic feet per second. A total storage capacity of 68,080 acre-feet is provided in Lake Sherburne. In 1982, the dam embankment was raised to crest elevation 4814.5 using the reinforced earth concept to provide additional surcharge to safely pass the inflow design flood.",https://www.usbr.gov/projects/index.php?id=158
dam_159,Lake Tahoe Dam,"Lake Tahoe Dam controls the top six feet of Lake Tahoe. With the surface area of the lake, this creates a reservoir of 744,600 acre-feet capacity and regulates the lake outflow into the Truckee River. Completed in 1913, Lake Tahoe Dam is a concrete slab and buttress structure. Reclamation modified Lake Tahoe Dam in 1987 under the Safety of Dams program.",https://www.usbr.gov/projects/index.php?id=159
dam_18,Lauro Dam,Lauro Dam and Reservoir are located on Diablo Creek near Santa Barbara. The dam is an earthfill structure with a crest length of 540 feet and a height of 137 feet. The reservoir has a capacity of 640 acre-feet.,https://www.usbr.gov/projects/index.php?id=18
dam_163,Lemon Dam,"Lemon Dam is a zoned earthfill structure with a structural height of 284 feet and a crest length of 1,360 feet. The dam embankment has a maximum base width of 1,170 feet, a crest width of 30 feet, and contains a volume of 3,042,000 cubic yards of earth and rock materials. The spillway is on the right abutment of the dam and consists of an approach channel, concrete inlet structure, concrete ogee crest section, open concrete chute, concrete stilling basin, and outlet channel discharging into the Florida River. The design capacity of the spillway is 9,600 cubic feet per second. The outlet works is also in the right abutment of the dam and consists of an approach channel, a concrete intake structure, and a concrete-lined tunnel gate chamber for two 2.25-foot-square high pressure gates. The 9-foot horseshoe-shaped tunnel has a design capacity of 910 cubic feet per second. Lemon Reservoir is approximately 0.5 mile wide and 3 miles long with a surface area of 622 acres. The total capacity is 40,146 acre-feet, of which 39,030 acre-feet are active conservation. Geology Lemon Dam is constructed on bedrock of the Cutler Formation (Lower Perian) consisting of red to gray calcareous siltstone, shale and sandstone with interbedded limestone. The bedrock is highly fractured and fissile and the shale interbeds readily slack when exposed to air. The dip of the bedrock beneath the dam is approximately 10 degrees to the south. Reconstruction drill hole data indicates that some of the limestone intererbeds contain solution channels. Foundation treatment consisted of a grout curtain, with a minimum depth of 160 feet across the valley floor and up both abutments, and a cutoff trench (1.5:1 side slopes) within the limits of the Zone 1 core and extending 5 feet into bedrock or to a minimum base depth of 30 feet. The trench was excavated to a 10-foot width in siltstone below the old river channel at elevation 7,883. The reservoir is in a narrow valley that is approximately half a mile wide and three miles long. It has a maximum storage capacity of 40,146 acre-feet with a surface area of 622 acres at a water surface elevation of 8,148 feet. The reservoir appears to be watertight since the siltstone and shale bedrock and randomly sorted glacial till are relatively impervious. Several northwesterly trending normal faults, downdropped to the north have been identified around the edge of the reservoir. There are no topographic of glomorphic indications that these faults are active. Where observed, the fault planes are tight and filled with a clay gouge that restricts the movement of water from the reservoir.",https://www.usbr.gov/projects/index.php?id=163
dam_169,Lewiston Dam,"Lewiston Dam, Shasta/Trinity River Division Project, was built from 1960-1963 about 7 miles downstream from Trinity Dam. The dam creates an afterbay to Trinity Powerplant and diverts water by means of Clear Creek Tunnel to Whiskeytown Lake. It is an earthfill structure 91 feet high and 754 feet long, forming a reservoir with a capacity of 14,660 acre-feet. Lewiston Lake is a reservoir created by Lewiston Dam on the Trinity River, near the towns of Weaverville and Lewiston in Trinity County, Calif. It is used for transbasin diversion to the Sacramento River and flood control, as well as for hydroelectric generation. It is a popular destination for fishing (rainbow, brown and brook trout), kayaking, and camping.",https://www.usbr.gov/projects/index.php?id=169
dam_170,Lily Pad Diversion Inlet Dam,"The Lily Pad Diversion Inlet is located 9.5 miles southeast of Norrie, Colorado and diverts water into the Nast Tunnel.",https://www.usbr.gov/projects/index.php?id=170
dam_172,Link River Diversion Dam,"Link River Dam on Link River at the head of Klamath River and just west of Klamath Falls, Oregon, regulates flow from Upper Klamath Lake Reservoir. The facility was constructed in 1947 and is the principal source of water for the Klamath Project. Link River Dam, at the outlet of Upper Klamath Lake, serves as the headwaters for the Link River which flow into Lake Ewauna then transitions into the Klamath River. The dam is a reinforced concrete slab structure with a height of 22 feet and a crest length of 435 feet. The reservoir has a capacity of 873,000 acre-feet and is operated under contract by PacifiCorp, subject to Klamath Project direction.",https://www.usbr.gov/projects/index.php?id=172
dam_278,Little Hell Creek Diversion Dam,Little Hell Creek Diversion Dam is located on Little Hell Creek above Pole Hill switchyard. It is an earth and rockfill structure.,https://www.usbr.gov/projects/index.php?id=278
dam_279,Little Panoche Detention Dam,"Little Panoche Creek, an ephemeral creek, begins in the Glaucopane Ridge in San Benito County. It then flows into western Fresno County where it is dammed at Little Panoche Detention Dam. The dam was built between 1965 and 1966 to detain floodwater collected over 81.3 square miles and to protect the integrity of the San Luis Canal (Reclamation owned portion of the California Aqueduct). The dam acts as a sediment trap and prevents flooding of the San Luis Canal and land downstream of the dam. It is an earthen dam with a height of 151 feet and a length of 1,440 feet and has a capacity of 13,270 acre feet. Outflow passes through an outlet spillway into the creek. Maximum discharge is 3,220 cubic feet per second. Little Panoche Detention Dam is a joint-use facility owned by Reclamation and operated and maintained by the Department of Water Resources.",https://www.usbr.gov/projects/index.php?id=279
dam_180,Little Wood River Dam,"Little Wood River Dam was constructed during 1936-1939 and is located 11 miles NW of Carey, Idaho. The rehabilitation work that was done on the dam included raising the dam crest 39 feet, extending the outlet tunnel downstream 150 feet, and relocating the spillway from right to left abutment. The completed structure has a structural height of 129 feet high, with a zoned earthfill embankment containing about 959,000 cubic yards of material. Outlet works reconstruction included enlargement of the entrance channel to the existing intake structure, construction of a gate chamber with a connecting 6-foot-diameter access shaft and shaft house in the existing tunnel approximately 250 feet downstream from the intake structure, extension of the existing tunnel with a 150-foot-long, 6- by 8-foot conduit and a 60-foot-long, 6- by 10-foot chute, and excavation of a stilling basin in the outlet channel. The spillway consists of an inlet channel, a concrete spillway structure with uncontrolled crest, an outlet channel, and a training wall on the right side of the outlet channel beginning approximately 1,000 feet downstream from the spillway crest. A one-unit, 3,000 kilowatt powerplant was placed in operation in 1985 at the Little Wood River Dam by the Little Wood River Irrigation District pursuant to its license from the Federal Energy Regulatory Commission. Geology The principal physiographic features of the region are the broad plain of the Snake River and the bordering foothills which merge into the rugged high mountain masses of central Idaho. At lower elevations, vegetative cover is predominately sagebrush and native grasses. At higher elevations trees appear singly or in scattered groups, but not as continuous forest.Sedimentary rocks, which range in age from very old to moderately young, are found at higher elevations. Younger rocks, volcanic in origin, appear along the border of the mountains and the plain. During geologically recent time, intracanyon basalt flows have covered the valley floor and they are the youngest formations. The present stream has eroded a deep channel through these formations. In the vicinity of the reservoir, the river flows along the contact of the intracanyon basalts and the older volcanic rocks. Downstream from the reservoir the stream has eroded through the basalt flows into the older stream gravel. Little Wood River Reservoir and the stream flows across an alluvial fan onto the Snake River basalts. Project lands occupy this alluvial fan of Little Wood River's which underlies the basalt. The intracanyon basalt flows terminate several miles below the present The soil throughout the basin is a silty clay loam and appeared to be thin in depth and rocky in nature. The estimated depth of the soil mantel is 6 to 12 inches.The basin of the Little Wood River is a part of a region of very complex geology. Geological Survey Bulletin 814 ""Geology and Ore Deposits of the Wood River Region, Idaho"" gives an extensive description of the geology of the area. A synopsis of this information follows:Sedimentary deposits of sandstone with interbedded conglomerate and limestone (designated the Wood River formation), shale with interbedded blue limestone and quartzite (designated the Milligen formation) and extensive flows of andesite underlie most of the drainage. Metamorphosed limestone, quartzite and schist occupy a small area on the extreme northwest divide and an olivine basalt flow in the vicinity of the Little Wood Reservoir covers a considerable area. The entire region has been subjected to extensive uplift, folding and faulting with considerable igneous intrusion. The headwaters area of the main stem and its minor tributaries have been subjected to some glacial action.",https://www.usbr.gov/projects/index.php?id=180
dam_280,Los Banos Creek Detention Dam,"Los Banos Creek is an intermittent creek that begins in the Diablo Range in San Benito County and flows north then eastward into western Merced County where it is dammed at the Los Banos Detention Dam. The dam was built by Reclamation in 1966 to detain floodwater from Los Banos Creek in the Los Banos Creek Detention Reservoir in order to protect the San Luis Canal, the DMC, the City of Los Banos, and adjacent areas from damaging floods. The reservoir, with a capacity of 34,000 acre-feet, is a joint-use facility owned by Reclamation and operated and maintained by the California Department of Water Resources. Water delivered is used for crop production as well as maintenance of wetlands, waterfowl habitat, and vegetation growth.",https://www.usbr.gov/projects/index.php?id=280
