br_id,name,history,plan,url
plant_570,Nimbus Powerplant,"Nimbus Dam, 7 miles downstream of Folsom Dam on the American River, regulates releases made through Folsom Dam. Nimbus Dam forms Lake Natoma, with a surface area of 540 acres and a capacity of 8,760 acrefeet. Nimbus Dam is a concrete gravity dam 1,093 feet long and 87 feet high. Eighteen radial gates, each 40 feet by 24 feet, control the flows. Nimbus Powerplant is located on the right abutment of the dam, on the river’s north side. Its two generators have a capacity of 7,763 kilowatts each. Water is supplied to the two 9,400 horsepower turbines that drive the generators through six 46.5-foot-long penstocks. Nimbus Dam and Powerplant began operating in 1955. Power generated by the Folsom and Nimbus Powerplants is marketed by the Western Area Power Administration.","Nimbus Dam, 7 miles downstream of Folsom Dam on the American River, regulates releases made through Folsom Dam. Nimbus Dam forms Lake Natoma, with a surface area of 540 acres and a capacity of 8,760 acrefeet. Nimbus Dam is a concrete gravity dam 1,093 feet long and 87 feet high. Eighteen radial gates, each 40 feet by 24 feet, control the flows. Nimbus Powerplant is located on the right abutment of the dam, on the river’s north side. Its two generators have a capacity of 7,763 kilowatts each. Water is supplied to the two 9,400 horsepower turbines that drive the generators through six 46.5-foot-long penstocks. Nimbus Dam and Powerplant began operating in 1955. Power generated by the Folsom and Nimbus Powerplants is marketed by the Western Area Power Administration.",https://www.usbr.gov/projects/index.php?id=570
plant_571,O`Neill Powerplant *,"The San Luis Unit, West San Joaquin Division, was authorized as a part of the Central Valley Project on June 3, 1960, Public Law 86-488. The pump-generating plant was turned over to Delta-Mendota Canal Authority for maintenance in 1994.","The San Luis Unit, West San Joaquin Division, was authorized as a part of the Central Valley Project on June 3, 1960, Public Law 86-488. The pump-generating plant was turned over to Delta-Mendota Canal Authority for maintenance in 1994.",https://www.usbr.gov/projects/index.php?id=571
plant_572,Palisades Powerplant,"The Secretary of the Interior initially authorized the Palisades Project on December 9, 1941, under the provisions of Section 9 of the Reclamation Project Act of 1939 (53 Stat. 1187). The Congress reauthorized the Palisades Project on September 30, 1950 (Public Law 864, 81st Congress), in accordance with a supplemental report approved by the Secretary of the Interior in 1949.","The Secretary of the Interior initially authorized the Palisades Project on December 9, 1941, under the provisions of Section 9 of the Reclamation Project Act of 1939 (53 Stat. 1187). The Congress reauthorized the Palisades Project on September 30, 1950 (Public Law 864, 81st Congress), in accordance with a supplemental report approved by the Secretary of the Interior in 1949.",https://www.usbr.gov/projects/index.php?id=572
plant_573,Parker Powerplant,"Parker Dam is a concrete arch structure with a volume of 380 thousand cubic yards of concrete. The dam is 320 feet high and 856 feet long at its crest. Parker Dam impounds Lake Havasu including a desilting basin and forebay from which the Metropolitan Water District of Southern California pumps water into its Colorado River Aqueduct. The Central Arizona Project also uses the forebay to pump Colorado River water into its canal system. With funds advanced by the Metropolitan Water District of Southern California, Reclamation awarded contracts for the construction of Parker Dam and Powerplant beginning in 1939. The Metropolitan Water District of Southern California, by virtue of advancing the funds for constructing Parker Dam and Powerplant, enjoys a perpetual contract with Reclamation which provides that one-half of the powerplant's output is available to be used for the pumping of water into the aqueduct. The Parker-Davis Project was formed by consolidating the Parker Dam Power Project and the Davis Dam Project under the terms of the Act of May 28, 1954 (68 Stat. 143). The Parker Dam Power Project was authorized by the Rivers and Harbors Act of August 30, 1935 (49 Stat.1028). Lake Havasu, formed by Parker Dam, provides a forebay and desilting basin from which the Metropolitan Water District pumps water into its Colorado River Aqueduct and the Central Arizona Project pumps Colorado River water into its canal system. Parker Dam Powerplant was added to provide low-cost electrical energy to Arizona and southern California.","Parker Dam is a concrete arch structure with a volume of 380 thousand cubic yards of concrete. The dam is 320 feet high and 856 feet long at its crest. Parker Dam impounds Lake Havasu including a desilting basin and forebay from which the Metropolitan Water District of Southern California pumps water into its Colorado River Aqueduct. The Central Arizona Project also uses the forebay to pump Colorado River water into its canal system. With funds advanced by the Metropolitan Water District of Southern California, Reclamation awarded contracts for the construction of Parker Dam and Powerplant beginning in 1939. The Metropolitan Water District of Southern California, by virtue of advancing the funds for constructing Parker Dam and Powerplant, enjoys a perpetual contract with Reclamation which provides that one-half of the powerplant's output is available to be used for the pumping of water into the aqueduct. The Parker-Davis Project was formed by consolidating the Parker Dam Power Project and the Davis Dam Project under the terms of the Act of May 28, 1954 (68 Stat. 143). The Parker Dam Power Project was authorized by the Rivers and Harbors Act of August 30, 1935 (49 Stat.1028). Lake Havasu, formed by Parker Dam, provides a forebay and desilting basin from which the Metropolitan Water District pumps water into its Colorado River Aqueduct and the Central Arizona Project pumps Colorado River water into its canal system. Parker Dam Powerplant was added to provide low-cost electrical energy to Arizona and southern California.",https://www.usbr.gov/projects/index.php?id=573
plant_574,Pilot Butte Powerplant,"The Pilot Butte Power Plant, located at the drop from the Wyoming Canal to Pilot Butte Reservoir was taken out of service in June 1973. A new penstock was installed and units were placed in service in June 1990. Pilot Canal flows in a generally easterly direction from Pilot Butte Reservoir, servicing lands south of those supplied by the Wyoming Canal. The project was authorized for construction by the Secretary of the Interior on June 19, 1918, under the terms of the Indian Appropriation Act for fiscal year 1919, and approved by the Congress on May 25, 1918. By the act of June 5, 1920, the project was placed under Reclamation's jurisdiction. On September 25, 1970, Public Law 91-409 reauthorized the project as the Riverton Unit of the Pick-Sloan Missouri Basin Program.","The Pilot Butte Power Plant, located at the drop from the Wyoming Canal to Pilot Butte Reservoir was taken out of service in June 1973. A new penstock was installed and units were placed in service in June 1990. Pilot Canal flows in a generally easterly direction from Pilot Butte Reservoir, servicing lands south of those supplied by the Wyoming Canal. The project was authorized for construction by the Secretary of the Interior on June 19, 1918, under the terms of the Indian Appropriation Act for fiscal year 1919, and approved by the Congress on May 25, 1918. By the act of June 5, 1920, the project was placed under Reclamation's jurisdiction. On September 25, 1970, Public Law 91-409 reauthorized the project as the Riverton Unit of the Pick-Sloan Missouri Basin Program.",https://www.usbr.gov/projects/index.php?id=574
plant_575,Pole Hill Powerplant,"The water and power control center for Colorado-Big Thompson Project's reservoirs, power plants, and transmission lines in Wyoming, Colorado, and western Nebraska is at the project headquarters in Loveland, Colorado. This Western Division of the Missouri River Basin is an interconnected system of 15 Reclamation power plants. The President approved Secretary of the Interior's finding of feasibility on December 21, 1937. The Colorado-Big Thompson Project is one of the largest and most complex natural resource developments undertaken by Reclamation. It consists of over 100 structures integrated into a transmountain water diversion system through which multiple benefits are provided to the people. The project spreads over approximately 250 miles in the Colorado. It stores, regulates, and diverts water from the Colorado River on the western slope of the Continental Divide to the eastern slope of the Rocky Mountains. It provides supplemental water for irrigation of about 720,000 acres of land, municipal and industrial use, hydroelectric power, and water-oriented recreation opportunities.","The water and power control center for Colorado-Big Thompson Project's reservoirs, power plants, and transmission lines in Wyoming, Colorado, and western Nebraska is at the project headquarters in Loveland, Colorado. This Western Division of the Missouri River Basin is an interconnected system of 15 Reclamation power plants. The President approved Secretary of the Interior's finding of feasibility on December 21, 1937. The Colorado-Big Thompson Project is one of the largest and most complex natural resource developments undertaken by Reclamation. It consists of over 100 structures integrated into a transmountain water diversion system through which multiple benefits are provided to the people. The project spreads over approximately 250 miles in the Colorado. It stores, regulates, and diverts water from the Colorado River on the western slope of the Continental Divide to the eastern slope of the Rocky Mountains. It provides supplemental water for irrigation of about 720,000 acres of land, municipal and industrial use, hydroelectric power, and water-oriented recreation opportunities.",https://www.usbr.gov/projects/index.php?id=575
plant_576,Roza Powerplant,"Plans for the Roza Division were initiated in 1932. The powerplant was completed in conjunction with that plan in 1958. It has been operated since at the maximum capacity allowed by available flows, weather, and maintenance. The President approved the Yakima Project on November 6, 1935.","Plans for the Roza Division were initiated in 1932. The powerplant was completed in conjunction with that plan in 1958. It has been operated since at the maximum capacity allowed by available flows, weather, and maintenance. The President approved the Yakima Project on November 6, 1935.",https://www.usbr.gov/projects/index.php?id=576
plant_577,San Luis (William R. Gianelli) Powerplant *,The powerplant is operated and maintained by the state of California under an operation and maintenance agreement with Reclamation. The pumping-generating plant name has been changed by California to William R. Gianelli.,The powerplant is operated and maintained by the state of California under an operation and maintenance agreement with Reclamation. The pumping-generating plant name has been changed by California to William R. Gianelli.,https://www.usbr.gov/projects/index.php?id=577
plant_551,Seminoe Powerplant,"Seminoe Dam and Power Plant construction began in 1936 and was completed in 1939. The original installed capacity of the plant was 32,400 but the plant was uprated in the mid-1970's to its current installed capacity of 45,000 kilowatts. The three-phase unit power transformer was replaced in 2001. The President approved the Kendrick Project on August 30, 1935. Originally known as Casper-Alcova, the project was renamed Kendrick in 1937. The Kendrick Project conserves the waters of the North Platte River for irrigation and electric power generation. The project is a multi-purpose development with storage at Seminoe Reservoir and diversion at Alcova Dam to project lands. Operation of the reservoirs and power plants is integrated with other river basin developments. Seminoe Reservoir, with a total capacity of 1,017,279 acre-feet, provides storage capacity for the water to irrigate the project lands. The power plant generates electric power as the water is released for irrigation or stored in Pathfinder Reservoir for later release as required.","Seminoe Dam and Power Plant construction began in 1936 and was completed in 1939. The original installed capacity of the plant was 32,400 but the plant was uprated in the mid-1970's to its current installed capacity of 45,000 kilowatts. The three-phase unit power transformer was replaced in 2001. The President approved the Kendrick Project on August 30, 1935. Originally known as Casper-Alcova, the project was renamed Kendrick in 1937. The Kendrick Project conserves the waters of the North Platte River for irrigation and electric power generation. The project is a multi-purpose development with storage at Seminoe Reservoir and diversion at Alcova Dam to project lands. Operation of the reservoirs and power plants is integrated with other river basin developments. Seminoe Reservoir, with a total capacity of 1,017,279 acre-feet, provides storage capacity for the water to irrigate the project lands. The power plant generates electric power as the water is released for irrigation or stored in Pathfinder Reservoir for later release as required.",https://www.usbr.gov/projects/index.php?id=551
plant_552,Shasta Powerplant,"The Shasta Powerplant is located just below Shasta Dam. Water from the dam is released through five 15-foot penstocks leading to the five main generating units and two station service units. Water released to meet downstream commitments will pass through the generators causing them to spin, generating clean, inexpensive hydroelectric power for distribution to the western U.S. power grid. Power generation at Shasta Dam is very closely tied to water demand: as the reservoir water is called upon to meet water needs downstream, it is sent through generators for power production. Power generated is then available to meet project demands (to operate pumping plants, etc.) as well as other power demands. Sale of generated power at the Shasta Powerplant is managed by the Department of Energy’s Western Area Power Administration to power companies, meeting the needs of consumers in the western United States. The sale of this electricity produces over $50 million dollars in revenue annually to the federal government.","The Shasta Powerplant is located just below Shasta Dam. Water from the dam is released through five 15-foot penstocks leading to the five main generating units and two station service units. Water released to meet downstream commitments will pass through the generators causing them to spin, generating clean, inexpensive hydroelectric power for distribution to the western U.S. power grid. Power generation at Shasta Dam is very closely tied to water demand: as the reservoir water is called upon to meet water needs downstream, it is sent through generators for power production. Power generated is then available to meet project demands (to operate pumping plants, etc.) as well as other power demands. Sale of generated power at the Shasta Powerplant is managed by the Department of Energy’s Western Area Power Administration to power companies, meeting the needs of consumers in the western United States. The sale of this electricity produces over $50 million dollars in revenue annually to the federal government.",https://www.usbr.gov/projects/index.php?id=552
plant_553,Shoshone Powerplant,"Shoshone Power Plant began operation in 1922 and the third unit came on line in 1931. The original total installed capacity of the three units was 6,012 kilowatts. In 1980 the plant was shut down due to the deteriorated condition of the units. Units 1 and 2 remain in place in a decommissioned status. Unit 3 was removed and replaced with a new 3,000 kilowatt unit in 1991. The Secretary of the Interior authorized the Shoshone Project on February 10, 1904, under authority of the Reclamation Act of June 17, 1902. Floodwaters of the Shoshone River are stored in Buffalo Bill Reservoir for later release for irrigation and power generation. Power is developed at the Shoshone, Heart Mountain, Buffalo Bill, and Spirit Mountain power plants. The system is interconnected with the West Division of the Pick-Sloan Missouri Basin Program.","Shoshone Power Plant began operation in 1922 and the third unit came on line in 1931. The original total installed capacity of the three units was 6,012 kilowatts. In 1980 the plant was shut down due to the deteriorated condition of the units. Units 1 and 2 remain in place in a decommissioned status. Unit 3 was removed and replaced with a new 3,000 kilowatt unit in 1991. The Secretary of the Interior authorized the Shoshone Project on February 10, 1904, under authority of the Reclamation Act of June 17, 1902. Floodwaters of the Shoshone River are stored in Buffalo Bill Reservoir for later release for irrigation and power generation. Power is developed at the Shoshone, Heart Mountain, Buffalo Bill, and Spirit Mountain power plants. The system is interconnected with the West Division of the Pick-Sloan Missouri Basin Program.",https://www.usbr.gov/projects/index.php?id=553
plant_554,Spirit Mountain Powerplant,"Operation of this plant began in October, 1994. The Secretary of the Interior authorized the Shoshone Project on February 10, 1904, under authority of the Reclamation Act of June 17, 1902. Floodwaters of the Shoshone River are stored in Buffalo Bill Reservoir for later release for irrigation and power generation. Power is developed at the Shoshone, Heart Mountain, Buffalo Bill, and Spirit Mountain power plants. The system is interconnected with the West Division of the Pick-Sloan Missouri Basin Program.","Operation of this plant began in October, 1994. The Secretary of the Interior authorized the Shoshone Project on February 10, 1904, under authority of the Reclamation Act of June 17, 1902. Floodwaters of the Shoshone River are stored in Buffalo Bill Reservoir for later release for irrigation and power generation. Power is developed at the Shoshone, Heart Mountain, Buffalo Bill, and Spirit Mountain power plants. The system is interconnected with the West Division of the Pick-Sloan Missouri Basin Program.",https://www.usbr.gov/projects/index.php?id=554
plant_556,Spring Creek Powerplant,"Spring Creek Powerplant is at the foot of Spring Creek Debris Dam. The dam is an earth-fill structure, 196 feet high with a crest length of 1,110 feet. Water for power is received through Spring Creek Tunnel which diverts water from Whiskeytown Lake on Clear Creek. Water from the plant is discharged to Keswick Reservoir. Spring Creek Powerplant is a peaking plant. Its power is dedicated first to meeting the requirements of the project facilities. The remaining energy is marketed to various preference customers in northern California. These facilities were built and are operated by Reclamation. Transmission lines were operated by Reclamation until October 1, 1977, when they were transferred to the Western Area Power Administration, Department of Energy. Extensive turbine cavitation repair reduced Spring Creek Availability Factor in 2002.","Spring Creek Powerplant is at the foot of Spring Creek Debris Dam. The dam is an earth-fill structure, 196 feet high with a crest length of 1,110 feet. Water for power is received through Spring Creek Tunnel which diverts water from Whiskeytown Lake on Clear Creek. Water from the plant is discharged to Keswick Reservoir. Spring Creek Powerplant is a peaking plant. Its power is dedicated first to meeting the requirements of the project facilities. The remaining energy is marketed to various preference customers in northern California. These facilities were built and are operated by Reclamation. Transmission lines were operated by Reclamation until October 1, 1977, when they were transferred to the Western Area Power Administration, Department of Energy. Extensive turbine cavitation repair reduced Spring Creek Availability Factor in 2002.",https://www.usbr.gov/projects/index.php?id=556
plant_559,Stampede Powerplant,"Stampede Powerplant is a run-of-the-river plant. The power generated is dedicated first to meeting the requirements of the project facilities. The remaining energy is marketed to various preference customers in northern California. The dam is a zoned earthfill structure with a height of 239 feet, a crest length of 1,511 feet, and an embankment volume of 4.5 million cubic yards. The dam is 40 feet wide at the crest.The reservoir, with a capacity of 226,500 acre-feet, provides flood control, recreation, a new reservoir fishery, and other fishery improvements on the main Truckee River, Little Truckee River, and Boca Reservoir. The powerplant was placed on-line in 1988. The project was designed to improve the regulation of runoff of the Truckee and Carson River systems and provide supplemental irrigation water and drainage for presently irrigated lands, as well as water for municipal and industrial and fishery uses, flood protection, fish and wildlife benefits, and recreation development.","Stampede Powerplant is a run-of-the-river plant. The power generated is dedicated first to meeting the requirements of the project facilities. The remaining energy is marketed to various preference customers in northern California. The dam is a zoned earthfill structure with a height of 239 feet, a crest length of 1,511 feet, and an embankment volume of 4.5 million cubic yards. The dam is 40 feet wide at the crest.The reservoir, with a capacity of 226,500 acre-feet, provides flood control, recreation, a new reservoir fishery, and other fishery improvements on the main Truckee River, Little Truckee River, and Boca Reservoir. The powerplant was placed on-line in 1988. The project was designed to improve the regulation of runoff of the Truckee and Carson River systems and provide supplemental irrigation water and drainage for presently irrigated lands, as well as water for municipal and industrial and fishery uses, flood protection, fish and wildlife benefits, and recreation development.",https://www.usbr.gov/projects/index.php?id=559
plant_560,Towaoc Powerplant *,"The Dolores Project was authorized by the Colorado River Basin Act of September 30, 1968 (Public Law 90-537), as a participating project under the Colorado River Storage Project Act of April 11, 1956 (Public Law 84-485). The Dolores Project, located in the Dolores and San Juan River Basins in southwestern Colorado, develops water from the Dolores River for irrigation, municipal and industrial use, recreation, fish and wildlife, and production of hydroelectric power. It also provides flood control and aids economic redevelopment. Powerplants located on McPhee Dam and the Towaoc Canal generate an annual average of 36,578,000 kilowatt-hours, which enters the Colorado River Storage Project power transmission system. The Towaoc Powerplant operates from April to October on the irrigation water supply conveyed through the canal.","The Dolores Project was authorized by the Colorado River Basin Act of September 30, 1968 (Public Law 90-537), as a participating project under the Colorado River Storage Project Act of April 11, 1956 (Public Law 84-485). The Dolores Project, located in the Dolores and San Juan River Basins in southwestern Colorado, develops water from the Dolores River for irrigation, municipal and industrial use, recreation, fish and wildlife, and production of hydroelectric power. It also provides flood control and aids economic redevelopment. Powerplants located on McPhee Dam and the Towaoc Canal generate an annual average of 36,578,000 kilowatt-hours, which enters the Colorado River Storage Project power transmission system. The Towaoc Powerplant operates from April to October on the irrigation water supply conveyed through the canal.",https://www.usbr.gov/projects/index.php?id=560
plant_562,Trinity Powerplant,"Trinity Powerplant is a peaking plant with generated power dedicated to meeting the needs of the project facilities. Any remaining energy is then marketed to various preference customers in northern California, with Trinity County having first preference. Trinity Dam’s hydroelectric powerplant began operation in 1964 with a capacity of 100,000 kilowatt (kW) for its two generators. In the mid-1980’s Reclamation uprated both generators by 20,000 kW by using advancements in high voltage technology bringing the current total capacity to 140,000 kW. werplant, Clear Creek Tunnel, Judge Francis Carr Powerhouse, Whiskeytown Dam and Lake, Spring Creek Tunnel and Powerplant, Spring Creek Debris Dam and Reservoir, and related pumping and distribution facilities.","Trinity Powerplant is a peaking plant with generated power dedicated to meeting the needs of the project facilities. Any remaining energy is then marketed to various preference customers in northern California, with Trinity County having first preference. Trinity Dam’s hydroelectric powerplant began operation in 1964 with a capacity of 100,000 kilowatt (kW) for its two generators. In the mid-1980’s Reclamation uprated both generators by 20,000 kW by using advancements in high voltage technology bringing the current total capacity to 140,000 kW. werplant, Clear Creek Tunnel, Judge Francis Carr Powerhouse, Whiskeytown Dam and Lake, Spring Creek Tunnel and Powerplant, Spring Creek Debris Dam and Reservoir, and related pumping and distribution facilities.",https://www.usbr.gov/projects/index.php?id=562
plant_564,Upper Molina Powerplant,"In fiscal year 1992, the unit control system was upgraded. Upper Molina Powerplant installed the UPS system, static exciter, SCADA, and Sy/Max 400 PLC. This reconfigured the plant from local operation to remote. Replaced the turbine runner and unit relay protection in FY 2000. Installed flow meter on the turbine in 2000; new generator circuit breaker and battery monitoring system in 2002. Replaced the governor, controls, and protective relaying in 2003-2004. The Congress authorized the Collbran Project July 3, 1952, under Public Law 445, 82nd Congress, 2nd Session. The Collbran Project, in west-central Colorado, developed a major part of the unused water in Plateau Creek and its principal tributaries. Supplemental irrigation service is furnished and electrical energy is generated for use in west-central Colorado. The project also rehabilitated and modified the operation of 15 small privately owned storage reservoirs on the Grand Mesa in the Cottonwood Creek and Big Creek watersheds. These reservoirs provide water for power generation through exchanging storage water on Grand Mesa for irrigation water from Vega Reservoir.","In fiscal year 1992, the unit control system was upgraded. Upper Molina Powerplant installed the UPS system, static exciter, SCADA, and Sy/Max 400 PLC. This reconfigured the plant from local operation to remote. Replaced the turbine runner and unit relay protection in FY 2000. Installed flow meter on the turbine in 2000; new generator circuit breaker and battery monitoring system in 2002. Replaced the governor, controls, and protective relaying in 2003-2004. The Congress authorized the Collbran Project July 3, 1952, under Public Law 445, 82nd Congress, 2nd Session. The Collbran Project, in west-central Colorado, developed a major part of the unused water in Plateau Creek and its principal tributaries. Supplemental irrigation service is furnished and electrical energy is generated for use in west-central Colorado. The project also rehabilitated and modified the operation of 15 small privately owned storage reservoirs on the Grand Mesa in the Cottonwood Creek and Big Creek watersheds. These reservoirs provide water for power generation through exchanging storage water on Grand Mesa for irrigation water from Vega Reservoir.",https://www.usbr.gov/projects/index.php?id=564
plant_566,Yellowtail Powerplant,"Construction on Yellowtail Dam and Power Plant began in May 1961 and was completed in December 1967; construction of the Afterbay Dam was started in April 1964 and was completed in November 1966. Operation of Units 3 and 4 began in August 1966, followed by Unit 2 in October 1966, and Unit 1 in November 1966. Units 1 and 2 (115-kV) are part of the Western Division of Pick-Sloan Missouri Basin Program, and Units 3 and 4 (230-kV) are part of the Eastern Division. Construction of the Yellowtail Unit, part of the Pick-Sloan Missouri Basin Project Eastern and Western Divisions, was authorized by the Flood Control Act of December 22, 1944, Public Law 534, which approved the general comprehensive plan set forth in Senate document 191, as revised by Senate Document 247, 78 th Congress. The Yellowtail Unit is a multi-purpose project which provides low cost power generation and makes an important contribution to the flood control, irrigation, and power supply in the Missouri Basin .","Construction on Yellowtail Dam and Power Plant began in May 1961 and was completed in December 1967; construction of the Afterbay Dam was started in April 1964 and was completed in November 1966. Operation of Units 3 and 4 began in August 1966, followed by Unit 2 in October 1966, and Unit 1 in November 1966. Units 1 and 2 (115-kV) are part of the Western Division of Pick-Sloan Missouri Basin Program, and Units 3 and 4 (230-kV) are part of the Eastern Division. Construction of the Yellowtail Unit, part of the Pick-Sloan Missouri Basin Project Eastern and Western Divisions, was authorized by the Flood Control Act of December 22, 1944, Public Law 534, which approved the general comprehensive plan set forth in Senate document 191, as revised by Senate Document 247, 78 th Congress. The Yellowtail Unit is a multi-purpose project which provides low cost power generation and makes an important contribution to the flood control, irrigation, and power supply in the Missouri Basin .",https://www.usbr.gov/projects/index.php?id=566
